ID,Exchange,Commodity,Year,Month,Contract,FutureTicker,OptionTicker,FutureExpiry,OptionExpiry
1599,CME,ED,2021,10,V21,,,2021-10-18,2021-10-18
1600,CME,ED,2021,11,X21,,,2021-11-15,2021-11-15
1601,CME,ED,2021,12,Z21,,,2021-12-13,2021-12-13
1602,CME,ED,2022,1,F22,,,2022-01-14,2022-01-14
1603,CME,ED,2022,2,G22,,,2022-02-14,2022-02-14
1604,CME,ED,2022,3,H22,,,2022-03-14,2022-03-14
1605,CME,ED,2022,4,J22,,,2022-04-18,2022-04-18
1606,CME,ED,2022,5,K22,,,2022-05-16,2022-05-16
1607,CME,ED,2022,6,M22,,,2022-06-13,2022-06-13
1608,CME,ED,2022,7,N22,,,2022-07-18,2022-07-18
1609,CME,ED,2022,8,Q22,,,2022-08-15,2022-08-15
1610,CME,ED,2022,9,U22,,,2022-09-19,2022-09-19
1611,CME,ED,2022,10,V22,,,2022-10-17,2022-10-17
1612,CME,ED,2022,11,X22,,,2022-11-14,2022-11-14
1613,CME,ED,2022,12,Z22,,,2022-12-19,2022-12-19
1614,CME,ED,2023,1,F23,,,2023-01-13,2023-01-13
1615,CME,ED,2023,2,G23,,,2023-02-13,2023-02-13
1616,CME,ED,2023,3,H23,,,2023-03-13,2023-03-13
1617,CME,ED,2023,4,J23,,,2023-04-17,2023-04-17
1618,CME,ED,2023,5,K23,,,2023-05-15,2023-05-15
1619,CME,ED,2023,6,M23,,,2023-06-19,2023-06-19
1620,CME,ED,2023,7,N23,,,2023-07-17,2023-07-17
1621,CME,ED,2023,8,Q23,,,2023-08-14,2023-08-14
1622,CME,ED,2023,9,U23,,,2023-09-18,2023-09-18
1623,CME,ED,2023,10,V23,,,2023-10-16,2023-10-16
1624,CME,ED,2023,11,X23,,,2023-11-13,2023-11-13
1625,CME,ED,2023,12,Z23,,,2023-12-18,2023-12-18
1626,COMEX,GC,2013,8,Q13,,,2013-08-28,2013-07-25
1627,COMEX,GC,2013,9,U13,,,2013-09-26,2013-08-27
1628,COMEX,GC,2013,10,V13,,,2013-10-29,2013-09-25
1629,COMEX,GC,2013,11,X13,,,2013-11-26,2013-10-28
1630,COMEX,GC,2013,12,Z13,,,2013-12-27,2013-11-25
1631,COMEX,GC,2014,1,F14,,,2014-01-29,2013-12-26
1632,COMEX,GC,2014,2,G14,,,2014-02-26,2014-01-28
1633,COMEX,GC,2014,3,H14,,,2014-03-27,2014-02-25
1634,COMEX,GC,2014,4,J14,,,2014-04-28,2014-03-26
1635,COMEX,GC,2014,5,K14,,,2014-05-28,2014-04-24
1636,COMEX,GC,2014,6,M14,,,2014-06-26,2014-05-27
1637,COMEX,GC,2014,7,N14,,,2014-07-29,2014-06-25
1638,COMEX,GC,2014,8,Q14,,,2014-08-27,2014-07-28
1639,COMEX,GC,2014,9,U14,,,2014-09-26,2014-08-26
1640,COMEX,GC,2014,10,V14,,,2014-10-29,2014-09-25
1641,COMEX,GC,2014,11,X14,,,2014-11-25,2014-10-28
1642,COMEX,GC,2014,12,Z14,,,2014-12-29,2014-11-24
1643,COMEX,GC,2015,1,F15,,,2015-01-28,2014-12-24
1644,COMEX,GC,2015,2,G15,,,2015-02-25,2015-01-27
1645,COMEX,GC,2015,3,H15,,,2015-03-27,2015-02-24
1646,COMEX,GC,2015,4,J15,,,2015-04-28,2015-03-26
1647,COMEX,GC,2015,5,K15,,,2015-05-27,2015-04-27
1648,COMEX,GC,2015,6,M15,,,2015-06-26,2015-05-26
1649,COMEX,GC,2015,7,N15,,,2015-07-29,2015-06-25
1650,COMEX,GC,2015,8,Q15,,,2015-08-27,2015-07-28
1651,COMEX,GC,2015,9,U15,,,2015-09-28,2015-08-26
1652,COMEX,GC,2015,10,V15,,,2015-10-28,2015-09-24
1653,COMEX,GC,2015,11,X15,,,2015-11-25,2015-10-27
1654,COMEX,GC,2015,12,Z15,,,2015-12-29,2015-11-24
1655,COMEX,GC,2016,1,F16,,,2016-01-27,2015-12-28
1656,COMEX,GC,2016,2,G16,,,2016-02-25,2016-01-26
1657,COMEX,GC,2016,3,H16,,,2016-03-29,2016-02-24
1658,COMEX,GC,2016,4,J16,,,2016-04-27,2016-03-28
1659,COMEX,GC,2016,5,K16,,,2016-05-26,2016-04-26
1660,COMEX,GC,2016,6,M16,,,2016-06-28,2016-05-25
1661,COMEX,GC,2016,7,N16,,,2016-07-27,2016-06-27
1662,COMEX,GC,2016,8,Q16,,,2016-08-29,2016-07-26
1663,COMEX,GC,2016,9,U16,,,2016-09-28,2016-08-25
1664,COMEX,GC,2016,10,V16,,,2016-10-27,2016-09-27
1665,COMEX,GC,2016,11,X16,,,2016-11-28,2016-10-26
1666,COMEX,GC,2016,12,Z16,,,2016-12-28,2016-11-23
1667,COMEX,GC,2017,1,F17,,,2017-01-27,2016-12-27
1668,COMEX,GC,2017,2,G17,,,2017-02-24,2017-01-26
1669,COMEX,GC,2017,3,H17,,,2017-03-29,2017-02-23
1670,COMEX,GC,2017,4,J17,,,2017-04-26,2017-03-28
1671,COMEX,GC,2017,5,K17,,,2017-05-26,2017-04-25
1672,COMEX,GC,2017,6,M17,,,2017-06-28,2017-05-25
1673,COMEX,GC,2017,7,N17,,,2017-07-27,2017-06-27
1674,COMEX,GC,2017,8,Q17,,,2017-08-29,2017-07-26
1675,COMEX,GC,2017,9,U17,,,2017-09-27,2017-08-28
1676,COMEX,GC,2017,10,V17,,,2017-10-27,2017-09-26
1677,COMEX,GC,2017,11,X17,,,2017-11-28,2017-10-26
1678,COMEX,GC,2017,12,Z17,,,2017-12-27,2017-11-27
1679,COMEX,GC,2018,1,F18,,,2018-01-29,2017-12-26
1680,COMEX,GC,2018,2,G18,,,2018-02-26,2018-01-25
1681,COMEX,GC,2018,3,H18,,,2018-03-28,2018-02-22
1682,COMEX,GC,2018,4,J18,,,2018-04-26,2018-03-27
1683,COMEX,GC,2018,5,K18,,,2018-05-29,2018-04-25
1684,COMEX,GC,2018,6,M18,,,2018-06-27,2018-05-24
1685,COMEX,GC,2018,7,N18,,,2018-07-27,2018-06-26
1686,COMEX,GC,2018,8,Q18,,,2018-08-29,2018-07-26
1687,COMEX,GC,2018,9,U18,,,2018-09-26,2018-08-28
1688,COMEX,GC,2018,10,V18,,,2018-10-29,2018-09-25
1689,COMEX,GC,2018,11,X18,,,2018-11-28,2018-10-25
1690,COMEX,GC,2018,12,Z18,,,2018-12-27,2018-11-27
1691,COMEX,GC,2019,1,F19,,,2019-01-29,2018-12-26
1692,COMEX,GC,2019,2,G19,,,2019-02-26,2019-01-28
1693,COMEX,GC,2019,3,H19,,,2019-03-27,2019-02-25
1694,COMEX,GC,2019,4,J19,,,2019-04-26,2019-03-26
1695,COMEX,GC,2019,5,K19,,,2019-05-29,2019-04-25
1696,COMEX,GC,2019,6,M19,,,2019-06-26,2019-05-28
1697,COMEX,GC,2019,7,N19,,,2019-07-29,2019-06-25
1698,COMEX,GC,2019,8,Q19,,,2019-08-28,2019-07-25
1699,COMEX,GC,2019,9,U19,,,2019-09-26,2019-08-27
1700,COMEX,GC,2019,10,V19,,,2019-10-29,2019-09-25
1701,COMEX,GC,2019,11,X19,,,2019-11-26,2019-10-28
1702,COMEX,GC,2019,12,Z19,,,2019-12-27,2019-11-25
1703,COMEX,GC,2020,1,F20,,,2020-01-29,2019-12-26
1704,COMEX,GC,2020,2,G20,,,2020-02-26,2020-01-28
1705,COMEX,GC,2020,3,H20,,,2020-03-27,2020-02-25
1706,COMEX,GC,2020,4,J20,,,2020-04-28,2020-03-26
1707,COMEX,GC,2020,5,K20,,,2020-05-27,2020-04-27
1708,COMEX,GC,2020,6,M20,,,2020-06-26,2020-05-26
1709,COMEX,GC,2020,7,N20,,,2020-07-29,2020-06-25
1710,COMEX,GC,2020,8,Q20,,,2020-08-27,2020-07-28
1711,COMEX,GC,2020,9,U20,,,2020-09-28,2020-08-26
1712,COMEX,GC,2020,10,V20,,,2020-10-28,2020-09-24
1713,COMEX,GC,2020,11,X20,,,2020-11-25,2020-10-27
1714,COMEX,GC,2020,12,Z20,,,2020-12-29,2020-11-24
1715,COMEX,GC,2021,1,F21,,,2021-01-27,2020-12-28
1716,COMEX,GC,2021,2,G21,,,2021-02-24,2021-01-26
1717,COMEX,GC,2021,3,H21,,,2021-03-29,2021-02-23
1718,COMEX,GC,2021,4,J21,,,2021-04-28,2021-03-25
1719,COMEX,GC,2021,5,K21,,,2021-05-26,2021-04-27
1720,COMEX,GC,2021,6,M21,,,2021-06-28,2021-05-25
1721,COMEX,GC,2021,7,N21,,,2021-07-28,2021-06-24
1722,COMEX,GC,2021,8,Q21,,,2021-08-27,2021-07-27
1723,COMEX,GC,2021,9,U21,,,2021-09-28,2021-08-26
1724,COMEX,GC,2021,10,V21,,,2021-10-27,2021-09-27
1725,COMEX,GC,2021,11,X21,,,2021-11-26,2021-10-26
1726,COMEX,GC,2021,12,Z21,,,2021-12-29,2021-11-23
1727,COMEX,GC,2022,1,F22,,,2022-01-27,2021-12-28
1728,COMEX,GC,2022,2,G22,,,2022-02-24,2022-01-26
1729,COMEX,GC,2022,3,H22,,,2022-03-29,2022-02-23
1730,COMEX,GC,2022,4,J22,,,2022-04-27,2022-03-28
1731,COMEX,GC,2022,5,K22,,,2022-05-26,2022-04-26
1732,COMEX,GC,2022,6,M22,,,2022-06-28,2022-05-25
1733,COMEX,GC,2022,7,N22,,,2022-07-27,2022-06-27
1734,COMEX,GC,2022,8,Q22,,,2022-08-29,2022-07-26
1735,COMEX,GC,2022,9,U22,,,2022-09-28,2022-08-25
1736,COMEX,GC,2022,10,V22,,,2022-10-27,2022-09-27
1737,COMEX,GC,2022,11,X22,,,2022-11-28,2022-10-26
1738,COMEX,GC,2022,12,Z22,,,2022-12-28,2022-11-23
1739,COMEX,GC,2023,1,F23,,,2023-01-27,2022-12-27
1740,COMEX,GC,2023,2,G23,,,2023-02-24,2023-01-26
1741,COMEX,GC,2023,3,H23,,,2023-03-29,2023-02-23
1742,COMEX,GC,2023,4,J23,,,2023-04-26,2023-03-28
1743,COMEX,GC,2023,5,K23,,,2023-05-26,2023-04-25
1744,COMEX,GC,2023,6,M23,,,2023-06-28,2023-05-25
1745,COMEX,GC,2023,7,N23,,,2023-07-27,2023-06-27
1746,COMEX,GC,2023,8,Q23,,,2023-08-29,2023-07-26
1747,COMEX,GC,2023,9,U23,,,2023-09-27,2023-08-28
1748,COMEX,GC,2023,10,V23,,,2023-10-27,2023-09-26
1749,COMEX,GC,2023,11,X23,,,2023-11-28,2023-10-26
1750,COMEX,GC,2023,12,Z23,,,2023-12-27,2023-11-27
1751,COMEX,SI,2013,8,Q13,,,2013-08-28,2013-07-25
1752,COMEX,SI,2013,9,U13,,,2013-09-26,2013-08-27
1753,COMEX,SI,2013,10,V13,,,2013-10-29,2013-09-25
1754,COMEX,SI,2013,11,X13,,,2013-11-26,2013-10-28
1755,COMEX,SI,2013,12,Z13,,,2013-12-27,2013-11-25
1756,COMEX,SI,2014,1,F14,,,2014-01-29,2013-12-26
1757,COMEX,SI,2014,2,G14,,,2014-02-26,2014-01-28
1758,COMEX,SI,2014,3,H14,,,2014-03-27,2014-02-25
1759,COMEX,SI,2014,4,J14,,,2014-04-28,2014-03-26
1760,COMEX,SI,2014,5,K14,,,2014-05-28,2014-04-24
1761,COMEX,SI,2014,6,M14,,,2014-06-26,2014-05-27
1762,COMEX,SI,2014,7,N14,,,2014-07-29,2014-06-25
1763,COMEX,SI,2014,8,Q14,,,2014-08-27,2014-07-28
1764,COMEX,SI,2014,9,U14,,,2014-09-26,2014-08-26
1765,COMEX,SI,2014,10,V14,,,2014-10-29,2014-09-25
1766,COMEX,SI,2014,11,X14,,,2014-11-25,2014-10-28
1767,COMEX,SI,2014,12,Z14,,,2014-12-29,2014-11-24
1768,COMEX,SI,2015,1,F15,,,2015-01-28,2014-12-24
1769,COMEX,SI,2015,2,G15,,,2015-02-25,2015-01-27
1770,COMEX,SI,2015,3,H15,,,2015-03-27,2015-02-24
1771,COMEX,SI,2015,4,J15,,,2015-04-28,2015-03-26
1772,COMEX,SI,2015,5,K15,,,2015-05-27,2015-04-27
1773,COMEX,SI,2015,6,M15,,,2015-06-26,2015-05-26
1774,COMEX,SI,2015,7,N15,,,2015-07-29,2015-06-25
1775,COMEX,SI,2015,8,Q15,,,2015-08-27,2015-07-28
1776,COMEX,SI,2015,9,U15,,,2015-09-28,2015-08-26
1777,COMEX,SI,2015,10,V15,,,2015-10-28,2015-09-24
1778,COMEX,SI,2015,11,X15,,,2015-11-25,2015-10-27
1779,COMEX,SI,2015,12,Z15,,,2015-12-29,2015-11-24
1780,COMEX,SI,2016,1,F16,,,2016-01-27,2015-12-28
1781,COMEX,SI,2016,2,G16,,,2016-02-25,2016-01-26
1782,COMEX,SI,2016,3,H16,,,2016-03-29,2016-02-24
1783,COMEX,SI,2016,4,J16,,,2016-04-27,2016-03-28
1784,COMEX,SI,2016,5,K16,,,2016-05-26,2016-04-26
1785,COMEX,SI,2016,6,M16,,,2016-06-28,2016-05-25
1786,COMEX,SI,2016,7,N16,,,2016-07-27,2016-06-27
1787,COMEX,SI,2016,8,Q16,,,2016-08-29,2016-07-26
1788,COMEX,SI,2016,9,U16,,,2016-09-28,2016-08-25
1789,COMEX,SI,2016,10,V16,,,2016-10-27,2016-09-27
1790,COMEX,SI,2016,11,X16,,,2016-11-28,2016-10-26
1791,COMEX,SI,2016,12,Z16,,,2016-12-28,2016-11-23
1792,COMEX,SI,2017,1,F17,,,2017-01-27,2016-12-27
1793,COMEX,SI,2017,2,G17,,,2017-02-24,2017-01-26
1794,COMEX,SI,2017,3,H17,,,2017-03-29,2017-02-23
1795,COMEX,SI,2017,4,J17,,,2017-04-26,2017-03-28
1796,COMEX,SI,2017,5,K17,,,2017-05-26,2017-04-25
1797,COMEX,SI,2017,6,M17,,,2017-06-28,2017-05-25
1798,COMEX,SI,2017,7,N17,,,2017-07-27,2017-06-27
1799,COMEX,SI,2017,8,Q17,,,2017-08-29,2017-07-26
1800,COMEX,SI,2017,9,U17,,,2017-09-27,2017-08-28
1801,COMEX,SI,2017,10,V17,,,2017-10-27,2017-09-26
1802,COMEX,SI,2017,11,X17,,,2017-11-28,2017-10-26
1803,COMEX,SI,2017,12,Z17,,,2017-12-27,2017-11-27
1804,COMEX,SI,2018,1,F18,,,2018-01-29,2017-12-26
1805,COMEX,SI,2018,2,G18,,,2018-02-26,2018-01-25
1806,COMEX,SI,2018,3,H18,,,2018-03-28,2018-02-22
1807,COMEX,SI,2018,4,J18,,,2018-04-26,2018-03-27
1808,COMEX,SI,2018,5,K18,,,2018-05-29,2018-04-25
1809,COMEX,SI,2018,6,M18,,,2018-06-27,2018-05-24
1810,COMEX,SI,2018,7,N18,,,2018-07-27,2018-06-26
1811,COMEX,SI,2018,8,Q18,,,2018-08-29,2018-07-26
1812,COMEX,SI,2018,9,U18,,,2018-09-26,2018-08-28
1813,COMEX,SI,2018,10,V18,,,2018-10-29,2018-09-25
1814,COMEX,SI,2018,11,X18,,,2018-11-28,2018-10-25
1815,COMEX,SI,2018,12,Z18,,,2018-12-27,2018-11-27
1816,COMEX,SI,2019,1,F19,,,2019-01-29,2018-12-26
1817,COMEX,SI,2019,2,G19,,,2019-02-26,2019-01-28
1818,COMEX,SI,2019,3,H19,,,2019-03-27,2019-02-25
1819,COMEX,SI,2019,4,J19,,,2019-04-26,2019-03-26
1820,COMEX,SI,2019,5,K19,,,2019-05-29,2019-04-25
1821,COMEX,SI,2019,6,M19,,,2019-06-26,2019-05-28
1822,COMEX,SI,2019,7,N19,,,2019-07-29,2019-06-25
1823,COMEX,SI,2019,8,Q19,,,2019-08-28,2019-07-25
1824,COMEX,SI,2019,9,U19,,,2019-09-26,2019-08-27
1825,COMEX,SI,2019,10,V19,,,2019-10-29,2019-09-25
1826,COMEX,SI,2019,11,X19,,,2019-11-26,2019-10-28
1827,COMEX,SI,2019,12,Z19,,,2019-12-27,2019-11-25
1828,COMEX,SI,2020,1,F20,,,2020-01-29,2019-12-26
1829,COMEX,SI,2020,2,G20,,,2020-02-26,2020-01-28
1830,COMEX,SI,2020,3,H20,,,2020-03-27,2020-02-25
1831,COMEX,SI,2020,4,J20,,,2020-04-28,2020-03-26
1832,COMEX,SI,2020,5,K20,,,2020-05-27,2020-04-27
1833,COMEX,SI,2020,6,M20,,,2020-06-26,2020-05-26
1834,COMEX,SI,2020,7,N20,,,2020-07-29,2020-06-25
1835,COMEX,SI,2020,8,Q20,,,2020-08-27,2020-07-28
1836,COMEX,SI,2020,9,U20,,,2020-09-28,2020-08-26
1837,COMEX,SI,2020,10,V20,,,2020-10-28,2020-09-24
1838,COMEX,SI,2020,11,X20,,,2020-11-25,2020-10-27
1839,COMEX,SI,2020,12,Z20,,,2020-12-29,2020-11-24
1840,COMEX,SI,2021,1,F21,,,2021-01-27,2020-12-28
1841,COMEX,SI,2021,2,G21,,,2021-02-24,2021-01-26
1842,COMEX,SI,2021,3,H21,,,2021-03-29,2021-02-23
1843,COMEX,SI,2021,4,J21,,,2021-04-28,2021-03-25
1844,COMEX,SI,2021,5,K21,,,2021-05-26,2021-04-27
1845,COMEX,SI,2021,6,M21,,,2021-06-28,2021-05-25
1846,COMEX,SI,2021,7,N21,,,2021-07-28,2021-06-24
1847,COMEX,SI,2021,8,Q21,,,2021-08-27,2021-07-27
1848,COMEX,SI,2021,9,U21,,,2021-09-28,2021-08-26
1849,COMEX,SI,2021,10,V21,,,2021-10-27,2021-09-27
1850,COMEX,SI,2021,11,X21,,,2021-11-26,2021-10-26
1851,COMEX,SI,2021,12,Z21,,,2021-12-29,2021-11-23
1852,COMEX,SI,2022,1,F22,,,2022-01-27,2021-12-28
1853,COMEX,SI,2022,2,G22,,,2022-02-24,2022-01-26
1854,COMEX,SI,2022,3,H22,,,2022-03-29,2022-02-23
1855,COMEX,SI,2022,4,J22,,,2022-04-27,2022-03-28
1856,COMEX,SI,2022,5,K22,,,2022-05-26,2022-04-26
1857,COMEX,SI,2022,6,M22,,,2022-06-28,2022-05-25
1858,COMEX,SI,2022,7,N22,,,2022-07-27,2022-06-27
1859,COMEX,SI,2022,8,Q22,,,2022-08-29,2022-07-26
1860,COMEX,SI,2022,9,U22,,,2022-09-28,2022-08-25
1861,COMEX,SI,2022,10,V22,,,2022-10-27,2022-09-27
1862,COMEX,SI,2022,11,X22,,,2022-11-28,2022-10-26
1863,COMEX,SI,2022,12,Z22,,,2022-12-28,2022-11-23
1864,COMEX,SI,2023,1,F23,,,2023-01-27,2022-12-27
1865,COMEX,SI,2023,2,G23,,,2023-02-24,2023-01-26
1866,COMEX,SI,2023,3,H23,,,2023-03-29,2023-02-23
1867,COMEX,SI,2023,4,J23,,,2023-04-26,2023-03-28
1868,COMEX,SI,2023,5,K23,,,2023-05-26,2023-04-25
1869,COMEX,SI,2023,6,M23,,,2023-06-28,2023-05-25
1870,COMEX,SI,2023,7,N23,,,2023-07-27,2023-06-27
1871,COMEX,SI,2023,8,Q23,,,2023-08-29,2023-07-26
1872,COMEX,SI,2023,9,U23,,,2023-09-27,2023-08-28
1873,COMEX,SI,2023,10,V23,,,2023-10-27,2023-09-26
1874,COMEX,SI,2023,11,X23,,,2023-11-28,2023-10-26
1875,COMEX,SI,2023,12,Z23,,,2023-12-27,2023-11-27
1876,COMEX,HG,2013,8,Q13,,,2013-08-28,2013-07-25
1877,COMEX,HG,2013,9,U13,,,2013-09-26,2013-08-27
1878,COMEX,HG,2013,10,V13,,,2013-10-29,2013-09-25
1879,COMEX,HG,2013,11,X13,,,2013-11-26,2013-10-28
1880,COMEX,HG,2013,12,Z13,,,2013-12-27,2013-11-25
1881,COMEX,HG,2014,1,F14,,,2014-01-29,2013-12-26
1882,COMEX,HG,2014,2,G14,,,2014-02-26,2014-01-28
1883,COMEX,HG,2014,3,H14,,,2014-03-27,2014-02-25
1884,COMEX,HG,2014,4,J14,,,2014-04-28,2014-03-26
1885,COMEX,HG,2014,5,K14,,,2014-05-28,2014-04-24
1886,COMEX,HG,2014,6,M14,,,2014-06-26,2014-05-27
1887,COMEX,HG,2014,7,N14,,,2014-07-29,2014-06-25
1888,COMEX,HG,2014,8,Q14,,,2014-08-27,2014-07-28
1889,COMEX,HG,2014,9,U14,,,2014-09-26,2014-08-26
1890,COMEX,HG,2014,10,V14,,,2014-10-29,2014-09-25
1891,COMEX,HG,2014,11,X14,,,2014-11-25,2014-10-28
1892,COMEX,HG,2014,12,Z14,,,2014-12-29,2014-11-24
1893,COMEX,HG,2015,1,F15,,,2015-01-28,2014-12-24
1894,COMEX,HG,2015,2,G15,,,2015-02-25,2015-01-27
1895,COMEX,HG,2015,3,H15,,,2015-03-27,2015-02-24
1896,COMEX,HG,2015,4,J15,,,2015-04-28,2015-03-26
1897,COMEX,HG,2015,5,K15,,,2015-05-27,2015-04-27
1898,COMEX,HG,2015,6,M15,,,2015-06-26,2015-05-26
1899,COMEX,HG,2015,7,N15,,,2015-07-29,2015-06-25
1900,COMEX,HG,2015,8,Q15,,,2015-08-27,2015-07-28
1901,COMEX,HG,2015,9,U15,,,2015-09-28,2015-08-26
1902,COMEX,HG,2015,10,V15,,,2015-10-28,2015-09-24
1903,COMEX,HG,2015,11,X15,,,2015-11-25,2015-10-27
1904,COMEX,HG,2015,12,Z15,,,2015-12-29,2015-11-24
1905,COMEX,HG,2016,1,F16,,,2016-01-27,2015-12-28
1906,COMEX,HG,2016,2,G16,,,2016-02-25,2016-01-26
1907,COMEX,HG,2016,3,H16,,,2016-03-29,2016-02-24
1908,COMEX,HG,2016,4,J16,,,2016-04-27,2016-03-28
1909,COMEX,HG,2016,5,K16,,,2016-05-26,2016-04-26
1910,COMEX,HG,2016,6,M16,,,2016-06-28,2016-05-25
1911,COMEX,HG,2016,7,N16,,,2016-07-27,2016-06-27
1912,COMEX,HG,2016,8,Q16,,,2016-08-29,2016-07-26
1913,COMEX,HG,2016,9,U16,,,2016-09-28,2016-08-25
1914,COMEX,HG,2016,10,V16,,,2016-10-27,2016-09-27
1915,COMEX,HG,2016,11,X16,,,2016-11-28,2016-10-26
1916,COMEX,HG,2016,12,Z16,,,2016-12-28,2016-11-23
1917,COMEX,HG,2017,1,F17,,,2017-01-27,2016-12-27
1918,COMEX,HG,2017,2,G17,,,2017-02-24,2017-01-26
1919,COMEX,HG,2017,3,H17,,,2017-03-29,2017-02-23
1920,COMEX,HG,2017,4,J17,,,2017-04-26,2017-03-28
1921,COMEX,HG,2017,5,K17,,,2017-05-26,2017-04-25
1922,COMEX,HG,2017,6,M17,,,2017-06-28,2017-05-25
1923,COMEX,HG,2017,7,N17,,,2017-07-27,2017-06-27
1924,COMEX,HG,2017,8,Q17,,,2017-08-29,2017-07-26
1925,COMEX,HG,2017,9,U17,,,2017-09-27,2017-08-28
1926,COMEX,HG,2017,10,V17,,,2017-10-27,2017-09-26
1927,COMEX,HG,2017,11,X17,,,2017-11-28,2017-10-26
1928,COMEX,HG,2017,12,Z17,,,2017-12-27,2017-11-27
1929,COMEX,HG,2018,1,F18,,,2018-01-29,2017-12-26
1930,COMEX,HG,2018,2,G18,,,2018-02-26,2018-01-25
1931,COMEX,HG,2018,3,H18,,,2018-03-28,2018-02-22
1932,COMEX,HG,2018,4,J18,,,2018-04-26,2018-03-27
1933,COMEX,HG,2018,5,K18,,,2018-05-29,2018-04-25
1934,COMEX,HG,2018,6,M18,,,2018-06-27,2018-05-24
1935,COMEX,HG,2018,7,N18,,,2018-07-27,2018-06-26
1936,COMEX,HG,2018,8,Q18,,,2018-08-29,2018-07-26
1937,COMEX,HG,2018,9,U18,,,2018-09-26,2018-08-28
1938,COMEX,HG,2018,10,V18,,,2018-10-29,2018-09-25
1939,COMEX,HG,2018,11,X18,,,2018-11-28,2018-10-25
1940,COMEX,HG,2018,12,Z18,,,2018-12-27,2018-11-27
1941,COMEX,HG,2019,1,F19,,,2019-01-29,2018-12-26
1942,COMEX,HG,2019,2,G19,,,2019-02-26,2019-01-28
1943,COMEX,HG,2019,3,H19,,,2019-03-27,2019-02-25
1944,COMEX,HG,2019,4,J19,,,2019-04-26,2019-03-26
1945,COMEX,HG,2019,5,K19,,,2019-05-29,2019-04-25
1946,COMEX,HG,2019,6,M19,,,2019-06-26,2019-05-28
1947,COMEX,HG,2019,7,N19,,,2019-07-29,2019-06-25
1948,COMEX,HG,2019,8,Q19,,,2019-08-28,2019-07-25
1949,COMEX,HG,2019,9,U19,,,2019-09-26,2019-08-27
1950,COMEX,HG,2019,10,V19,,,2019-10-29,2019-09-25
1951,COMEX,HG,2019,11,X19,,,2019-11-26,2019-10-28
1952,COMEX,HG,2019,12,Z19,,,2019-12-27,2019-11-25
1953,COMEX,HG,2020,1,F20,,,2020-01-29,2019-12-26
1954,COMEX,HG,2020,2,G20,,,2020-02-26,2020-01-28
1955,COMEX,HG,2020,3,H20,,,2020-03-27,2020-02-25
1956,COMEX,HG,2020,4,J20,,,2020-04-28,2020-03-26
1957,COMEX,HG,2020,5,K20,,,2020-05-27,2020-04-27
1958,COMEX,HG,2020,6,M20,,,2020-06-26,2020-05-26
1959,COMEX,HG,2020,7,N20,,,2020-07-29,2020-06-25
1960,COMEX,HG,2020,8,Q20,,,2020-08-27,2020-07-28
1961,COMEX,HG,2020,9,U20,,,2020-09-28,2020-08-26
1962,COMEX,HG,2020,10,V20,,,2020-10-28,2020-09-24
1963,COMEX,HG,2020,11,X20,,,2020-11-25,2020-10-27
1964,COMEX,HG,2020,12,Z20,,,2020-12-29,2020-11-24
1965,COMEX,HG,2021,1,F21,,,2021-01-27,2020-12-28
1966,COMEX,HG,2021,2,G21,,,2021-02-24,2021-01-26
1967,COMEX,HG,2021,3,H21,,,2021-03-29,2021-02-23
1968,COMEX,HG,2021,4,J21,,,2021-04-28,2021-03-25
1969,COMEX,HG,2021,5,K21,,,2021-05-26,2021-04-27
1970,COMEX,HG,2021,6,M21,,,2021-06-28,2021-05-25
1971,COMEX,HG,2021,7,N21,,,2021-07-28,2021-06-24
1972,COMEX,HG,2021,8,Q21,,,2021-08-27,2021-07-27
1973,COMEX,HG,2021,9,U21,,,2021-09-28,2021-08-26
1974,COMEX,HG,2021,10,V21,,,2021-10-27,2021-09-27
1975,COMEX,HG,2021,11,X21,,,2021-11-26,2021-10-26
1976,COMEX,HG,2021,12,Z21,,,2021-12-29,2021-11-23
1977,COMEX,HG,2022,1,F22,,,2022-01-27,2021-12-28
1978,COMEX,HG,2022,2,G22,,,2022-02-24,2022-01-26
1979,COMEX,HG,2022,3,H22,,,2022-03-29,2022-02-23
1980,COMEX,HG,2022,4,J22,,,2022-04-27,2022-03-28
1981,COMEX,HG,2022,5,K22,,,2022-05-26,2022-04-26
1982,COMEX,HG,2022,6,M22,,,2022-06-28,2022-05-25
1983,COMEX,HG,2022,7,N22,,,2022-07-27,2022-06-27
1984,COMEX,HG,2022,8,Q22,,,2022-08-29,2022-07-26
1985,COMEX,HG,2022,9,U22,,,2022-09-28,2022-08-25
1986,COMEX,HG,2022,10,V22,,,2022-10-27,2022-09-27
1987,COMEX,HG,2022,11,X22,,,2022-11-28,2022-10-26
1988,COMEX,HG,2022,12,Z22,,,2022-12-28,2022-11-23
1989,COMEX,HG,2023,1,F23,,,2023-01-27,2022-12-27
1990,COMEX,HG,2023,2,G23,,,2023-02-24,2023-01-26
1991,COMEX,HG,2023,3,H23,,,2023-03-29,2023-02-23
1992,COMEX,HG,2023,4,J23,,,2023-04-26,2023-03-28
1993,COMEX,HG,2023,5,K23,,,2023-05-26,2023-04-25
1994,COMEX,HG,2023,6,M23,,,2023-06-28,2023-05-25
1995,COMEX,HG,2023,7,N23,,,2023-07-27,2023-06-27
1996,COMEX,HG,2023,8,Q23,,,2023-08-29,2023-07-26
